"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.02368 344824 0.0 0.9995 1.0000 0.7561 0.9995 0.9998 1.0000 0.7561
0.02378 344789 0.0 0.9995 1.0000 0.7554 0.9995 0.9998 1.0000 0.7554
0.02388 344754 0.0 0.9995 1.0000 0.7546 0.9995 0.9998 1.0000 0.7546
0.02398 344719 0.0 0.9995 1.0000 0.7539 0.9995 0.9998 1.0000 0.7539
0.02408 344684 0.0 0.9995 1.0000 0.7531 0.9995 0.9998 1.0000 0.7531
0.02418 344649 0.0 0.9995 1.0000 0.7524 0.9995 0.9998 1.0000 0.7524
0.02428 344614 0.0 0.9995 1.0000 0.7516 0.9995 0.9998 1.0000 0.7516
0.02438 344579 0.0 0.9995 1.0000 0.7509 0.9995 0.9998 1.0000 0.7509
0.02448 344544 0.0 0.9995 1.0000 0.7501 0.9995 0.9998 1.0000 0.7501
0.02458 344509 0.0 0.9995 1.0000 0.7494 0.9995 0.9998 1.0000 0.7494
0.02468 344474 0.0 0.9995 1.0000 0.7486 0.9995 0.9998 1.0000 0.7486
0.02477 344439 0.0 0.9995 1.0000 0.7479 0.9995 0.9998 1.0000 0.7479
0.02487 344404 0.0 0.9995 1.0000 0.7471 0.9995 0.9998 1.0000 0.7471
0.02497 344369 0.0 0.9995 1.0000 0.7464 0.9995 0.9998 1.0000 0.7464
0.02507 344334 0.0 0.9995 1.0000 0.7456 0.9995 0.9998 1.0000 0.7456
0.02517 344299 0.0 0.9995 1.0000 0.7449 0.9995 0.9998 1.0000 0.7449
0.02527 344264 0.0 0.9995 1.0000 0.7441 0.9995 0.9998 1.0000 0.7441
0.02537 344229 0.0 0.9995 1.0000 0.7434 0.9995 0.9998 1.0000 0.7434
0.02547 344194 0.0 0.9995 1.0000 0.7426 0.9995 0.9998 1.0000 0.7426
0.02557 344159 0.0 0.9995 1.0000 0.7419 0.9995 0.9998 1.0000 0.7419
