"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.07581 0.0061 0.0146
0.07591 0.0061 0.0146
0.07601 0.0061 0.0158
0.07610 0.0061 0.0134
0.07620 0.0067 0.0158
0.07630 0.0061 0.0158
0.07640 0.0055 0.0134
0.07650 0.0061 0.0158
0.07660 0.0067 0.0146
0.07669 0.0061 0.0146
0.07679 0.0055 0.0152
0.07689 0.0073 0.0146
0.07699 0.0055 0.0146
0.07709 0.0055 0.0146
0.07718 0.0067 0.0146
0.07728 0.0061 0.0158
0.07738 0.0067 0.0146
0.07748 0.0061 0.0146
0.07758 0.0055 0.0146
0.07768 0.0055 0.0146
0.07777 0.0067 0.0146
0.07787 0.0055 0.0152
0.07797 0.0073 0.0146
0.07807 0.0055 0.0146
0.07817 0.0061 0.0146
0.07826 0.0061 0.0158
0.07836 0.0061 0.0134
0.07846 0.0067 0.0158
0.07856 0.0061 0.0146
0.07866 0.0055 0.0146
0.07876 0.0055 0.0146
0.07885 0.0067 0.0146
0.07895 0.0061 0.0158
0.07905 0.0067 0.0134
0.07915 0.0061 0.0158
0.07925 0.0067 0.0146
0.07935 0.0042 0.0146
0.07944 0.0067 0.0146
0.07954 0.0061 0.0152
0.07964 0.0067 0.0146
0.07974 0.0055 0.0158
0.07984 0.0055 0.0146
0.07993 0.0067 0.0146
0.08003 0.0061 0.0146
0.08013 0.0067 0.0146
0.08023 0.0061 0.0152
0.08033 0.0061 0.0140
0.08043 0.0049 0.0152
0.08052 0.0073 0.0140
0.08062 0.0055 0.0152
0.08072 0.0067 0.0158
0.08082 0.0061 0.0134
0.08092 0.0067 0.0158
0.08101 0.0055 0.0134
0.08111 0.0055 0.0158
0.08121 0.0073 0.0158
0.08131 0.0055 0.0134
0.08141 0.0061 0.0158
0.08151 0.0067 0.0146
0.08160 0.0055 0.0146
0.08170 0.0055 0.0152
0.08180 0.0067 0.0140
0.08190 0.0061 0.0152
0.08200 0.0061 0.0146
0.08209 0.0067 0.0146
0.08219 0.0049 0.0158
0.08229 0.0073 0.0146
0.08239 0.0055 0.0146
0.08249 0.0061 0.0146
0.08259 0.0067 0.0146
0.08268 0.0055 0.0152
0.08278 0.0061 0.0146
0.08288 0.0055 0.0146
0.08298 0.0067 0.0146
0.08308 0.0061 0.0146
0.08317 0.0067 0.0158
0.08327 0.0061 0.0134
0.08337 0.0055 0.0158
0.08347 0.0061 0.0146
0.08357 0.0061 0.0146
0.08367 0.0061 0.0158
0.08376 0.0061 0.0134
0.08386 0.0061 0.0158
0.08396 0.0055 0.0146
0.08406 0.0067 0.0146
0.08416 0.0103 0.0152
0.08426 0.0055 0.0140
0.08435 0.0103 0.0152
0.08445 0.0103 0.0140
0.08455 0.0097 0.0152
0.08465 0.0091 0.0158
0.08475 0.0103 0.0146
0.08484 0.0103 0.0146
0.08494 0.0097 0.0152
0.08504 0.0097 0.0146
0.08514 0.0061 0.0146
0.08524 0.0103 0.0146
0.08534 0.0097 0.0146
0.08543 0.0103 0.0158
0.08553 0.0097 0.0134
0.08563 0.0091 0.0158
0.08573 0.0103 0.0158
0.08583 0.0103 0.0134
0.08592 0.0097 0.0158
0.08602 0.0097 0.0134
0.08612 0.0061 0.0158
0.08622 0.0097 0.0152
0.08632 0.0103 0.0140
0.08642 0.0103 0.0152
0.08651 0.0091 0.0140
0.08661 0.0103 0.0152
0.08671 0.0091 0.0158
0.08681 0.0103 0.0134
0.08691 0.0103 0.0158
0.08700 0.0061 0.0134
0.08710 0.0097 0.0158
0.08720 0.0097 0.0152
0.08730 0.0109 0.0146
0.08740 0.0085 0.0146
0.08750 0.0103 0.0158
0.08759 0.0103 0.0134
0.08769 0.0097 0.0158
0.08779 0.0103 0.0146
0.08789 0.0067 0.0146
0.08799 0.0091 0.0146
0.08808 0.0097 0.0146
0.08818 0.0097 0.0158
0.08828 0.0103 0.0146
0.08838 0.0103 0.0146
0.08848 0.0091 0.0152
0.08858 0.0103 0.0146
0.08867 0.0103 0.0146
0.08877 0.0055 0.0146
0.08887 0.0103 0.0146
0.08897 0.0097 0.0158
0.08907 0.0097 0.0134
0.08917 0.0103 0.0158
0.08926 0.0097 0.0146
0.08936 0.0103 0.0146
0.08946 0.0091 0.0152
0.08956 0.0097 0.0146
0.08966 0.0103 0.0146
0.08975 0.0061 0.0146
0.08985 0.0103 0.0146
0.08995 0.0097 0.0158
0.09005 0.0097 0.0158
0.09015 0.0091 0.0134
0.09025 0.0103 0.0158
0.09034 0.0103 0.0146
0.09044 0.0097 0.0146
0.09054 0.0103 0.0146
